Time,accX,accY,accZ,wx,wy,wz
3.3402449999999995,-532.0,-152.0,-16249.0,34.0,-32.0,-23.0
3.3502980000000004,-554.0,-146.0,-16246.0,40.0,-31.0,-31.0
3.3600849999999998,-549.0,-138.0,-16157.0,42.0,-29.0,-29.0
3.370286,-494.0,-115.0,-16110.0,34.0,-26.0,-30.0
3.3800790000000003,-508.0,-94.0,-16120.0,33.0,-26.0,-34.0
3.3903420000000004,-512.0,-88.0,-16162.0,24.0,-28.0,-33.0
3.400008999999999,-520.0,-79.0,-16194.0,33.0,-30.0,-33.0
3.410437999999999,-487.0,-97.0,-16252.0,30.0,-26.0,-23.0
3.4200990000000004,-209.0,-133.0,-16217.0,40.0,-27.0,-27.0
3.4304559999999995,-245.0,-137.0,-16159.0,45.0,-36.0,-28.0
3.440061,-223.0,-146.0,-16123.0,39.0,-35.0,-28.0
3.450462,-186.0,-169.0,-16096.0,33.0,-36.0,-30.0
3.4600989999999996,-197.0,-174.0,-16124.0,25.0,-32.0,-25.0
3.470416,-197.0,-187.0,-16202.0,25.0,-33.0,-29.0
3.4801070000000003,-179.0,-199.0,-16238.0,27.0,-32.0,-27.0
3.4904279999999996,-187.0,-179.0,-16243.0,35.0,-38.0,-25.0
3.4999079999999996,-275.0,-201.0,-16192.0,42.0,-37.0,-29.0
3.5104480000000002,-266.0,-181.0,-16115.0,41.0,-38.0,-24.0
3.519893999999999,-273.0,-154.0,-16106.0,30.0,-43.0,-24.0
3.530576,-452.0,-171.0,-16138.0,24.0,-32.0,-28.0
3.5398840000000007,-519.0,-81.0,-16209.0,20.0,-33.0,-30.0
3.5504599999999993,-497.0,-84.0,-16245.0,25.0,-31.0,-25.0
3.5599220000000003,-474.0,-80.0,-16245.0,33.0,-30.0,-31.0
3.5704259999999994,-487.0,-60.0,-16188.0,39.0,-36.0,-32.0
3.579948999999999,-450.0,-108.0,-16129.0,42.0,-34.0,-30.0
3.5904880000000006,-501.0,-110.0,-16107.0,38.0,-33.0,-29.0
3.6000060000000005,-440.0,-142.0,-16115.0,32.0,-32.0,-34.0
3.6105099999999997,-435.0,-180.0,-16182.0,28.0,-29.0,-37.0
3.6200089999999996,-407.0,-155.0,-16225.0,34.0,-28.0,-29.0
